scenario_id,num_agents,difficulty_score,mean_best_fde,mean_heading_change_deg,crossing_rate,cyclist_fraction,mean_uncertainty
f07589a399547917,1,0.8862863937081656,10.408261978682685,84.90723770602371,1.0,1.0,9.010376766856469
4a013cdb54b260bf,1,0.7613543307049206,11.577634512395914,61.72598716761588,0.0,1.0,9.01037676685647
a067a3788873f5be,3,0.7195942324125074,5.0680489444686545,173.3265195293676,0.0,0.3333333333333333,9.009550232320331
2d84b1ab55ab81d3,3,0.6924130585235521,5.33350368092085,575.9696006182301,0.3333333333333333,0.3333333333333333,9.01186455959754
a149237c0d9c27ea,1,0.6678168357687492,5.587325326779947,24.597075289464073,0.0,1.0,9.01186455959754
2db20518212cdfeb,1,0.6159846298216796,6.077095212741092,73.62125289995154,0.0,0.0,9.011864559597539
1870b2208fe4ade9,6,0.6142609930779781,2.2373502286278555,443.61531276936154,0.0,0.3333333333333333,9.010376766856465
750f17fb3ac9783d,2,0.6024596605771565,4.071031713822594,24.103394127527082,0.0,0.5,9.01186455959754
a4956b27f127a67c,1,0.6000679980209412,2.9990314835563447,23.697902195137463,0.0,1.0,9.010872694579719
140117c81b4ef9fb,4,0.5804445802907015,0.9282001794490595,397.3225833112565,0.0,0.75,9.01037676685647
7a877066976dde0,1,0.579328914639373,3.4927862817389776,163.62873916293364,0.0,0.0,9.01037676685647
91ae85924f2177b3,1,0.5783401145864495,5.97766531393855,93.99675148852579,0.0,0.0,9.01037676685647
eb2e689ca1fdb0cf,1,0.5775905750984884,3.5341642820952717,318.50908583837406,0.0,0.0,8.972199627214248
3a79684106fe2fdf,2,0.5775673644782766,3.5253686634682113,513.6823145171311,0.0,0.0,9.009880842318958
16a8cd972084277a,1,0.565326080157332,6.1780580138668455,22.655947036820667,0.0,0.0,9.010376766856462
7fcb65089a2bb672,5,0.5528505280480278,2.63770423996592,446.0686134581921,0.0,0.0,9.01186455959754
b5b52effcbc11899,1,0.5166597993380735,2.794252225010549,973.5078967304885,0.0,0.0,9.01037676685647
abc362bb96b25c1c,3,0.4666647401575247,1.361117263934892,258.3116741330959,0.0,0.0,9.010872697770152
1e41e4f90a5cae0a,2,0.4627441246076507,2.0952030433703035,46.9663250017838,0.0,0.5,9.009880867776644
95bd21699baa15a5,2,0.4617145850288394,1.6225759255454597,641.2534973548841,0.0,0.0,9.010376766856469
27384099b57a800b,4,0.4553661956931332,1.0741868635709428,451.2783987669746,0.0,0.0,9.010376766856469
8e8052b4f96b2199,1,0.4518727594195061,5.194867102042671,31.355303893894547,0.0,0.0,9.010376766856469
821e0118a0ef48b2,3,0.44822072214351333,1.624124837476385,70.3602684582507,0.0,0.0,9.01136862868385
c6d3e9d6c619e786,1,0.4457878347806721,1.638123147400279,532.1318107455354,0.0,0.0,9.01037676685647
4a6ce418c2519b1,1,0.443932596127771,3.1134265377021175,48.44529251893231,0.0,0.0,9.01037676685647
d53adebfe1178441,1,0.44125889695975834,3.0778066167469564,45.24128389030592,0.0,0.0,9.011368625492231
57e7012e0a98e3ec,2,0.4390307110804481,1.1642057298146757,406.34339994560963,0.0,0.0,9.00566575411411
a2fd6176c7695739,16,0.43685414325761346,1.158213276440577,314.2509318719603,0.0,0.0,9.003403397103588
ef30c381751c832,3,0.43347909703818566,1.0234057485921124,119.29580711735593,0.0,0.0,9.01037676685647
c92f5e81941151a4,7,0.41699197501001856,0.9282708777541141,525.0681970457903,0.0,0.0,9.010447613674078
3b523aceb232aa6f,3,0.40854762995428967,0.9916490718550537,88.1869871850339,0.0,0.3333333333333333,9.011533937924932
9646b687f1411768,2,0.4032564489198024,1.7920949840202056,41.4795650626654,0.0,0.0,9.010376766856467
4f4bbc55ef30c3ea,2,0.40148078885152766,0.42941513837271394,498.14507483468066,0.0,0.0,9.01186455959754
66d2f8859f26c401,7,0.39957566326567484,0.9379749103955012,1017.435392762154,0.0,0.0,9.010376766856467
b065dcb23730589b,1,0.3894711304755105,0.7375522073048698,9.088419929740562,0.0,1.0,9.01037676685647
ee5e5fe91cd6c6e7,15,0.38804996713325984,0.6890795230392797,415.7929845273416,0.0,0.0,8.977454881208967
ae92386e0686d4d6,5,0.3798699881002715,0.4177992379584511,208.0400746964769,0.0,0.0,9.010872694579719
e3d1b5e3c9e05d41,8,0.367639662827345,0.5453220182837134,1195.60740149216,0.0,0.0,9.0113066361219
371a64917512b4c9,23,0.36380083029800236,0.5037401925499385,121.94168293437754,0.0,0.0,9.010376766856469
4f7aa8ac2ff60093,12,0.3549929520236067,0.9666665993697466,66.15688221620718,0.0,0.0,9.0135590312537
cb481a607e0df310,1,0.3527323608737332,0.9884099789587306,31.315539344454663,0.0,0.0,9.011368625492231
7d040037cd4d968e,1,0.35154319710744764,0.5499492019230089,499.5739212599008,0.0,0.0,9.01186455959754
722e894fd915b4eb,1,0.34798423208896506,0.5132808728657652,1304.740156976388,0.0,0.0,9.01186455959754
50ddee410ccb016d,2,0.34517952545622305,0.5004862672195757,1041.4668956705025,0.0,0.0,9.010376766856464
c511128eee46dcc1,1,0.326070267080943,0.2987730773064672,1160.7036718601832,0.0,0.0,9.010376766856464
c37fa6a0a21345f3,1,0.32320684996087373,0.7850554595849986,38.4800760846137,0.0,0.0,9.011864559597552
675906df18cc419a,1,0.32275398573535646,0.9751068461773751,15.074896609802186,0.0,0.0,9.010376766856464
3a7c04d2bd7807eb,2,0.31915656188710123,0.4788793107626701,37.70410905284088,0.0,0.0,9.01186455959754
914f16ffef6529c5,2,0.31620981551038385,0.20459311129537242,449.1617684101249,0.0,0.0,9.01037676685647
e9653159c09f5c72,9,0.3140702591356283,1.1209459743314651,30.414022922123067,0.0,0.0,9.006354359551706
8f1ccf225dd5813c,1,0.30729257810609145,0.11742830235522908,895.0848948710142,0.0,0.0,9.012360496899156
f21c5ea7c094490b,3,0.30399868909293154,0.07476573149787405,1290.262526323049,0.0,0.0,9.01087269777016
7efb8ffc5f5cb1b4,3,0.30314144512691116,0.07244538183799538,1323.5857119884895,0.0,0.0,9.01037676685647
a991619cfc4f2216,1,0.30035830809148345,0.04555037126403401,679.0444855741811,0.0,0.0,9.01186455959754
6ea1530b289aec91,2,0.292989649603273,0.7258480013382127,18.942508466844178,0.0,0.0,9.01186455959754
45856054906e76f1,1,0.2929266642562817,0.5896396856981847,4.683958188649197,0.0,1.0,9.007401267293954
734c57bbbf191450,1,0.2917812143946993,0.4745279626711796,17.948971556765162,0.0,0.0,9.01236049689916
3f1599e8fa742bad,2,0.29044369459753855,0.8950693182400752,30.52822838882501,0.0,0.0,9.010376766856469
d4940e640de558c5,1,0.28919695597189216,0.6490786986053885,20.086134401070716,0.0,0.0,9.01186455959754
b6c121ee6748be2e,2,0.28544437173550324,0.566086255531687,27.171778773666396,0.0,0.0,9.01186455959754
a200040e65ba224c,1,0.2848428346801416,0.49760284206788935,22.323278814918307,0.0,0.0,9.001450609171536
3a0389c235a0eaa1,1,0.27647330659746416,1.0236588849029202,28.096325744359657,0.0,0.0,9.010872694579719
7d1d2b26dd1e62e4,1,0.27637734843500644,0.4687339484193975,26.12574972973587,0.0,0.0,9.010376766856469
adcea6e87c4558fa,3,0.272599524718102,0.6855026812372632,31.322981305073796,0.0,0.0,9.01136862549223
b682b4171243133d,1,0.26880909688158217,0.3687974407977909,20.90946942134445,0.0,0.0,9.01236049689916
bf5644083714297,1,0.251206900298776,0.4055493246050166,24.639580622079137,0.0,0.0,8.989550635373519
32275d7231509117,1,0.24739802093184227,0.5353033773090352,10.584752250904076,0.0,0.0,9.010872694579716
d84357e99e171a20,1,0.17445061085465957,0.33406705265064296,18.304829940984995,0.0,0.0,9.01037676685647
5d6f6adb8f60a8e,2,0.17003162473164685,0.2744850343976221,15.78579996505193,0.0,0.0,9.009880842318957
